id;adresas;namo_valdytojas;valdymo_forma;paskyrimo_pagrindas;administratoriaus_pabaigos_Data;paskirtis;uni_nr;bendr_plotas;naud_plotas;build_year;renov_metai;renovacijos_statusas;energ_naudingumo_klase;butu_skaicius;negyvenamuju_palapu_skaicius;korpusas;sklypo_plotas
2238;Viršuliškių g. 77;Daugiabučio namo Viršuliškių g. Nr. 77 savininkų bendrija;Bendrija;2004.10.01;;Gyvenamoji (trys ir daugiau butų);1097-8015-1019;0.00;3772.30;1978;2017;Renovuotas;;72;0;1A9b;0.00
2239;Viršuliškių g. 91;817-oji daugiabučio namo savininkų bendrija;Bendrija;2001.12.10;;Gyvenamoji (trys ir daugiau butų);1097-8015-8010;4221.92;3772.93;1978;;Nerenovuotas;C;72;0;1A2mp;0.00
2240;Viršupio g. 73;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);1094-0234-8012;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2241;Visorių Sodų 5-oji g. 12;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);4400-1149-0803;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2242;Visorių Sodų 5-oji g. 14;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);4400-1149-0758;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2243;Visorių Sodų 5-oji g. 5;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);4400-1149-0814;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2244;Visorių Sodų 5-oji g. 7;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);4400-0901-0980;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2245;Visorių Sodų 5-oji g. 9;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);4400-1149-0736;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2246;Vitebsko g. 11A;Daugiabučio namo Vitebsko g. 11A, Vilniuje savininkų bendrija;Bendrija;2006.03.02;;Gyvenamoji (trys ir daugiau butų);1096-9016-6013;616.38;0.00;1969;;Nerenovuotas;;12;0;1A3p;0.00
2247;Vito Gerulaičio g. 1;Daugiabučio namo V. Gerulaičio g. 1, Vilniuje, savininkų bendrija;Bendrija;2005.08.24;;Administracinė;4400-0958-2478;27529.27;6560.34;2008;;Nerenovuotas;B;118;38;7B5p;0.00
2248;Vydūno g. 11;;JVS;2016-04-07;;Gyvenamoji (trys ir daugiau butų);1099-2010-4010;1359.31;1143.12;1992;;Nerenovuotas;F;0;0;1A9b;0.00
2249;Vydūno g. 12;96-oji daugiabučio namo savininkų bendrija;Bendrija;1996.12.11;;Gyvenamoji (trys ir daugiau butų);1099-4038-5010;2871.47;2391.20;1995;;Nerenovuotas;;35;0;1A5b;0.00
2250;Vydūno g. 16;543-oji daugiabučio namo savininkų bendrija;Bendrija;1996.12.11;;Gyvenamoji (trys ir daugiau butų);1099-1022-4014;2781.77;2297.17;1996;;Nerenovuotas;;31;1;1A5b;0.00
2251;Vydūno g. 16;543-oji daugiabučio namo savininkų bendrija;Bendrija;1996-12-11;;Gyvenamoji (trys ir daugiau butų);1099-1022-4025;2798.88;2218.49;1998;;Nerenovuotas;;40;0;2A5b;0.00
2252;Vydūno g. 16;543-oji daugiabučio namo savininkų bendrija;Bendrija;1996.12.11;;Gyvenamoji (trys ir daugiau butų);1099-1022-4036;4173.31;3407.98;1998;;Nerenovuotas;;58;2;3A5b;0.00
2253;Vydūno g. 21;;JVS;2015.09.18;;Gyvenamoji (trys ir daugiau butų);1099-4048-6013;4027.35;4027.35;1994;;Nerenovuotas;;72;0;1A9b;0.00
2254;Vydūno g. 23;;JVS;2014.07.22;;Gyvenamoji (trys ir daugiau butų);1099-4039-6014;4031.81;3959.18;1994;;Nerenovuotas;;71;1;1A9b;0.00
2255;Vydūno g. 7;;JVS;2012-11-13;;Gyvenamoji (trys ir daugiau butų);1099-2031-7010;9761.42;8482.58;1992;;Nerenovuotas;F;0;0;1A9b;0.00
2256;Vydūno g. 8;;JVS;2012.10.11;;Gyvenamoji (trys ir daugiau butų);1099-4047-9010;2239.56;2239.56;1994;;Nerenovuotas;;35;0;1A5b;0.00
2257;Vydūno g. 9;;JVS;2016-06-29;;Gyvenamoji (trys ir daugiau butų);1099-2010-3011;4923.39;4045.88;1992;;Nerenovuotas;F;0;0;1A9b;0.00
2258;Vytauto g. 23;;JVS;2014.01.16;;Gyvenamoji (trys ir daugiau butų);1091-2003-3012;321.30;302.05;1912;;Nerenovuotas;;4;0;1A1p;0.00
2259;Vytauto g. 28;;JVS;2014.08.07;;Gyvenamoji (trys ir daugiau butų);1094-0025-9010;866.43;589.55;1940;;Nerenovuotas;;9;3;1940;0.00
2260;Vytauto g. 31;947-oji daugiabučio namo savininkų bendrija;Bendrija;2003.07.29;;Gyvenamoji (trys ir daugiau butų);1094-0451-3017;599.06;510.01;1940;;Nerenovuotas;;7;1;1A2p;0.00
2261;Vytauto g. 44;;JVS;2015.01.09;;Gyvenamoji (trys ir daugiau butų);1094-0452-1034;218.13;218.13;1940;;Nerenovuotas;;7;0;3A1m;0.00
2262;Vytauto g. 46;731-oji daugiabučio namo savininkų bendrija;Bendrija;2000.10.19;;Gyvenamoji (trys ir daugiau butų);1094-0452-2027;0.00;1946.71;1999;;Nerenovuotas;;22;6;2A3p;0.00
2263;Vytauto Žalakevičiaus g. 10;Daugiabučių gyvenamųjų namų savininkų bendrija Eglių terasos;Bendrija;2012.08.22;;Gyvenamoji (trys ir daugiau butų);4400-2153-8358;0.00;0.00;2012;;Nerenovuotas;;21;0;17A6/b;0.00
2264;Vytauto Žalakevičiaus g. 12;Daugiabučių gyvenamųjų namų savininkų bendrija Eglių terasos;Bendrija;2012.08.22;;Gyvenamoji (trys ir daugiau butų);4400-2250-3555;0.00;0.00;2012;;Nerenovuotas;;17;0;18A5/b;0.00
2265;Vytauto Žalakevičiaus g. 14;Daugiabučių gyvenamųjų namų savininkų bendrija Eglių terasos;Bendrija;2012.08.22;;Gyvenamoji (trys ir daugiau butų);4400-2250-3477;0.00;0.00;2012;;Nerenovuotas;B;31;0;19A6/b;0.00
2266;Vytauto Žalakevičiaus g. 16;Daugiabučių gyvenamųjų namų savininkų bendrija Eglių terasos;Bendrija;2012.08.22;;Gyvenamoji (trys ir daugiau butų);4400-2250-3433;0.00;0.00;2012;;Nerenovuotas;;24;0;20A6/b;0.00
2267;Vytauto Žalakevičiaus g. 18;Daugiabučių gyvenamųjų namų savininkų bendrija Eglių terasos;Bendrija;2012.08.22;;Gyvenamoji (trys ir daugiau butų);4400-2250-3499;0.00;0.00;2012;;Nerenovuotas;;19;0;21A4/b;0.00
2268;Vytauto Žalakevičiaus g. 20;Daugiabučių gyvenamųjų namų savininkų bendrija Eglių terasos;Bendrija;2012.08.22;;Gyvenamoji (trys ir daugiau butų);4400-2250-3444;0.00;0.00;2012;;Nerenovuotas;;19;0;22A5/b;0.00
2269;Vytauto Žalakevičiaus g. 4A;Daugiabučių gyvenamųjų namų savininkų bendrija Eglių terasos;Bendrija;2012.08.22;;Gyvenamoji (trys ir daugiau butų);4400-2706-2842;0.00;0.00;2014;;Nerenovuotas;B;38;0;28A8/t;0.00
2270;Vytauto Žalakevičiaus g. 4B;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);4400-2706-2810;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2271;Vytauto Žalakevičiaus g. 4C;Daugiabučių gyvenamųjų namų savininkų bendrija Eglių terasos;Bendrija;2012.08.22;;Gyvenamoji (trys ir daugiau butų);4400-2706-2808;0.00;0.00;2014;;Nerenovuotas;B;33;0;26A7/t;0.00
2272;Vytauto Žalakevičiaus g. 4D;Daugiabučių gyvenamųjų namų savininkų bendrija Eglių terasos;Bendrija;2012.08.22;;Gyvenamoji (trys ir daugiau butų);4400-2706-2786;0.00;0.00;2012;;Nerenovuotas;B;37;0;25A8/t;0.00
2273;Vytauto Žalakevičiaus g. 6;Daugiabučių gyvenamųjų namų savininkų bendrija Eglių terasos;Bendrija;2012.08.22;;Gyvenamoji (trys ir daugiau butų);4400-2250-3411;1532.72;1477.66;2012;;Nerenovuotas;;66;22;15A6b;0.00
2274;Vytauto Žalakevičiaus g. 8;Daugiabučių gyvenamųjų namų savininkų bendrija Eglių terasos;Bendrija;2012.08.22;;Gyvenamoji (trys ir daugiau butų);4400-2250-3400;0.00;0.00;2012;;Nerenovuotas;;16;0;16A5/b;0.00
2275;Vytenio g. 2;;JVS;2017-03-14;;Gyvenamoji (trys ir daugiau butų);1096-4017-6010;2625.24;2000.88;1964;;Nerenovuotas;;50;2;1A5b;0.10
2276;Vytenio g. 3;;JVS;2014.12.29;;Gyvenamoji (trys ir daugiau butų);1094-0453-0018;1092.00;701.54;1940;;Nerenovuotas;;9;3;1A3p;0.00
2277;Vytenio g. 33;Daugiabučio namo Vytenio g. Nr. 33, Vilniuje savininkų bendrija;Bendrija;2006.04.06;;Gyvenamoji (trys ir daugiau butų);1095-9024-0018;2670.83;2103.81;1959;;Renovuojamas;D;48;1;1A4p;0.36
2278;Vytenio g. 55;;JVS;2012-06-26;;Gyvenamoji (trys ir daugiau butų);1096-0041-1012;3142.26;891.08;1960;;Galimai renovuotųsi;;16;4;1A3p;0.00
2279;Vlado Drėmos g. 4;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);4400-0662-0975;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2280;Vokiečių g. 18;478-oji daugiabučio namo savininkų bendrija GINTARAS;Bendrija;1996.03.19;;Gyvenamoji (trys ir daugiau butų);1097-0022-3016;412.63;0.00;1970;;Nerenovuotas;;4;1;1A3p;0.00
2281;Volungės g. 16;Daugiabučio namo Volungės g. 16 savininkų bendrija;Bendrija;2009.01.12;;Gyvenamoji (trys ir daugiau butų);1097-9012-5012;1540.38;1259.76;1979;;Nerenovuotas;;22;0;1A6p;0.00
2282;Volungės g. 4;Volungės g. 4-ojo daugiabučio namo savininkų bendrija;Bendrija;2011.03.08;;Gyvenamoji (trys ir daugiau butų);1097-2013-3015;3086.71;2569.03;1972;2016;Renovuotas;C;50;0;1A5p;0.54
2283;Z. Sierakausko g. 30;709-oji daugiabučio namo savininkų bendrija;Bendrija;2000.05.02;;Gyvenamoji (trys ir daugiau butų);1094-0454-5033;0.00;1843.85;1999;;Nerenovuotas;;16;4;7A5p;0.00
2284;Z. Sierakausko g. 30A;761-oji daugiabučio namo savininkų bendrija;Bendrija;2001.05.04;;Gyvenamoji (trys ir daugiau butų);1399-9021-3019;2328.94;1465.44;2000;;Nerenovuotas;;15;5;1A6p;0.09
2285;Z. Sierakausko g. 34;Daugiabučio namo savininkų bendrija SIERAKAUSKO 34;Bendrija;2010.08.13;;Gyvenamoji (trys ir daugiau butų);1099-7031-2013;2200.20;1332.43;1999;;Nerenovuotas;;9;16;1A4p;0.00
2286;Žadeikos g. 13;Daugiabučio gyvenamojo namo Žadeikos g. Nr. 13 savininkų bendrija;Bendrija;;;Gyvenamoji (trys ir daugiau butų);1099-1024-2012;4794.97;4707.95;1991;;Nerenovuotas;E;64;12;1A13t;0.00
2287;Žadeikos g. 20;99-oji daugiabučių namų savininkų bendrija FABIJA;Bendrija;1993.09.23;;Gyvenamoji (trys ir daugiau butų);1098-9007-0016;4177.46;3486.40;1986;;Nerenovuotas;;59;0;1A5b;0.00
2288;Žadeikos g. 22;99-oji daugiabučių namų savininkų bendrija FABIJA;Bendrija;1993.09.23;;Gyvenamoji (trys ir daugiau butų);1098-9007-1013;4194.38;3485.18;1986;;Nerenovuotas;;60;0;1A5b;0.00
2289;Žadeikos g. 28;99-oji daugiabučių namų savininkų bendrija FABIJA;Bendrija;1993.09.23;;Gyvenamoji (trys ir daugiau butų);1098-9007-3019;5187.53;4672.05;1989;;Nerenovuotas;;72;0;1A9b;0.00
2290;Žadeikos g. 30;99-oji daugiabučių namų savininkų bendrija FABIJA;Bendrija;1993.09.23;;Gyvenamoji (trys ir daugiau butų);1098-9007-4016;5234.01;4714.25;1989;;Nerenovuotas;;72;0;1A9b;0.00
2291;Žalgirio g. 88A;935-oji daugiabučio namo savininkų bendrija;Bendrija;2003.05.19;;Gyvenamoji (trys ir daugiau butų);1300-0076-2013;5183.13;3198.91;2001;;Nerenovuotas;;45;42;1A5p;0.00
2292;Žalgirio g. 93;Daugiabučio namo Žalgirio g. 93, Vilnius, savininkų bendrija;Bendrija;2013.01.30;;Gyvenamoji (trys ir daugiau butų);4400-0693-1822;4147.43;2975.17;2009;;Nerenovuotas;C;50;26;9A9p;0.15
2293;Žalioji g. 3;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);7995-7002-5011;0.00;0.00;1990;;Nerenovuotas;;0;0;1A5b;0.00
2294;Žalioji g. 6;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);7995-8007-2017;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2295;Žaliųjų Ežerų g. 1;207-oji daugiabučio namo savininkų bendrija EŽERĖLIS;Bendrija;1994.04.07;;Gyvenamoji (įvairioms socialinėms grupėms);1098-1010-4011;0.00;4226.62;1981;2016;Renovuotas;;88;1;1N8p;0.00
2296;Žaliųjų Ežerų g. 240;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);4400-1025-7968;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2297;Žaliųjų Ežerų g. 26;Daugiabučio Žaliųjų Ežerų g. 26 savininkų bendrija;Bendrija;;;Gyvenamoji (trys ir daugiau butų);1094-0395-8018;1158.11;0.00;1940;;Nerenovuotas;;15;0;1A2pm;0.00
2298;Žaliųjų Ežerų g. 5;Namo Žaliųjų ežerų g. 5 Vilniuje bendrija;Bendrija;42719;;Gyvenamoji (trys ir daugiau butų);1098-2011-4012;4803.52;4116.47;1982;2016;Renovuotas;;86;1;1N8p;0.00
2299;Želvos g. 11A;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);4400-0103-8960;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2300;Žemaitės g. 13;642-oji daugiabučio namo savininkų bendrija;Bendrija;1999.03.15;;Gyvenamoji (trys ir daugiau butų);1096-6017-6018;6096.33;5016.27;1966;;Nerenovuotas;;100;0;1A5p;0.00
2301;Žemaitijos g. 11;735-oji daugiabučio namo savininkų bendrija;Bendrija;2000.11.06;;Gyvenamoji (trys ir daugiau butų);1094-0478-1014;1845.01;1216.37;1940;;Nerenovuotas;;18;3;1A2p;0.00
2302;Žemynos g. 10;939-oji daugiabučių namų savininkų bendrija Pašilaičiai;Bendrija;2003.07.29;;Gyvenamoji (trys ir daugiau butų);1098-7015-5018;5627.60;4252.11;1987;;Nerenovuotas;D;72;0;1A9t;0.00
2303;Žemynos g. 12;939-oji daugiabučių namų savininkų bendrija Pašilaičiai;Bendrija;2003.07.29;;Gyvenamoji (trys ir daugiau butų);1098-8012-8014;5643.21;4246.89;1988;;Nerenovuotas;D;72;0;1A9t;0.00
2304;Žemynos g. 12;939-oji daugiabučių namų savininkų bendrija Pašilaičiai;Bendrija;2003.07.29;;Gyvenamoji (trys ir daugiau butų);1098-8012-8025;1399.68;1399.68;1988;;Planuojamas renovuoti;D;12;0;2A3t;0.00
2305;Žemynos g. 12;939-oji daugiabučių namų savininkų bendrija Pašilaičiai;Bendrija;2003.07.29;;Gyvenamoji (trys ir daugiau butų);1098-8012-8036;1164.31;1146.40;1988;;Planuojamas renovuoti;D;12;0;3A3t;0.00
2306;Žemynos g. 29;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6014-0016;0.00;0.00;1986;;Nerenovuotas;;32;0;1A9b;0.00
2307;Žemynos g. 31;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6014-1017;0.00;0.00;1986;;Nerenovuotas;;51;1;1A9b;0.00
2308;Žemynos g. 37;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6014-3011;3519.24;0.00;1986;;Nerenovuotas;;48;0;1A9b;0.00
2309;Žemynos. 11;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6013-2018;6210.11;0.00;1986;;Nerenovuotas;;84;0;1A9b;0.00
2310;Žemynos. 15;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6013-3015;6140.84;5394.19;1986;;Nerenovuotas;;84;0;1A9b;0.00
2311;Žemynos. 17;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6013-4012;6038.35;5342.14;1986;;Nerenovuotas;;84;0;1A9b;0.00
2312;Žemynos. 25;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6013-8012;0.00;0.00;1986;;Nerenovuotas;;32;0;1A9b;0.00
2313;Žemynos. 27;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6013-9014;6138.38;5414.12;1986;;Nerenovuotas;;84;0;1A9b;0.00
2314;Žemynos. 3;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6012-8016;3823.75;0.00;1986;;Nerenovuotas;;52;0;1A9b;0.00
2315;Žemynos. 33;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-5021-2016;6064.73;0.00;1986;;Nerenovuotas;;84;0;1A9b;0.00
2316;Žemynos. 35;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6014-2014;0.00;5585.95;1986;;Nerenovuotas;;88;0;1A9b;0.00
2317;Žemynos. 39;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6014-4010;0.00;5411.04;1986;;Nerenovuotas;;84;0;1A9b;0.00
2318;Žemynos. 5;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6012-9013;6040.51;5308.14;1986;;Nerenovuotas;;84;0;1A9b;0.00
2319;Žemynos. 7;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6013-0012;0.00;0.00;1986;;Nerenovuotas;;88;0;1A9b;0.00
2320;Žemynos. 9;489-oji daugiabučių namų savininkų bendrija;Bendrija;1996.04.09;;Gyvenamoji (trys ir daugiau butų);1098-6013-1018;0.00;3049.35;1986;;Nerenovuotas;;48;0;1A9b;0.00
2321;Žemoji g. 31;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);1094-0479-4016;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2322;Žemoji g. 33;;JVS;2016.04.25;;Gyvenamoji (trys ir daugiau butų);1094-0479-5017;275.48;275.48;1940;;Nerenovuotas;;5;0;1A1p;0.00
2323;Žemoji g. 60;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);1094-0480-4015;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2324;Žėručio g. 11;464-oji daugiabučio namo savininkų bendrija;Bendrija;1996.02.21;;Gyvenamoji (trys ir daugiau butų);1097-0025-9010;0.00;0.00;1970;;Nerenovuotas;;30;0;1A5b;0.00
2325;Žėručio g. 21;895-oji daugiabučio namo savininkų bendrija;Bendrija;2002.11.18;;Gyvenamoji (trys ir daugiau butų);1097-2015-4016;0.00;3120.52;1972;;Nerenovuotas;;60;0;1A5b;0.00
2326;Žėručio g. 23;434-oji daugiabučio namo savininkų bendrija;Bendrija;1996.01.25;;Gyvenamoji (trys ir daugiau butų);1096-9020-3017;3752.72;3126.79;1969;;Nerenovuotas;;60;0;1A5b;0.00
2327;Žėručio g. 24;745-oji daugiabučio namo savininkų bendrija;Bendrija;2001.01.04;;Gyvenamoji (trys ir daugiau butų);1096-9020-4014;0.00;3065.65;1969;2010;Dalinė renovacija;D;59;1;1A5b;0.00
2328;Žibuoklių g. 20;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);1097-2014-6014;0.00;0.00;0;;Nerenovuotas;;0;0;;0.00
2329;Žiogų g. 9;;Nenustatyta valdymo forma;;;Gyvenamoji (trys ir daugiau butų);1096-2043-1014;111.02;96.81;1962;;Nerenovuotas;;3;0;1A1b;0.00
2330;Žirgo g. 5;477-oji daugiabučio namo savininkų bendrija;Bendrija;1996.03.19;;Gyvenamoji (trys ir daugiau butų);1097-1014-3018;2994.67;2355.66;1971;;Nerenovuotas;;24;10;1A4p;0.00
2331;Žirmūnų g. 104;290-oji daugiabučio namo savininkų bendrija;Bendrija;1995.02.23;;Gyvenamoji (trys ir daugiau butų);1096-7016-7012;6936.15;5791.49;1967;;Nerenovuotas;;120;120;1A5b;0.00
2332;Žirmūnų g. 105;116-oji daugiabučio namo savininkų bendrija ATEITIS;Bendrija;1993.10.07;;Gyvenamoji (trys ir daugiau butų);1096-7016-8010;6938.70;5726.62;1967;2010;Renovuotas;C;119;1;1A5b;0.00
2333;Žirmūnų g. 111;;JVS;2013-07-11;;Gyvenamoji (trys ir daugiau butų);1096-8020-4010;6462.59;5813.16;1968;;Nerenovuotas;;111;1;1A9b;0.00
2334;Žirmūnų g. 121;;JVS;2015.05.21;;Gyvenamoji (trys ir daugiau butų);1098-3014-5014;4620.06;4280.50;1983;2016;Renovuotas;B;58;161;1A12p;0.00
2335;Žirmūnų g. 133;Daugiabučio namo savininkų bendrija Žirmūnų g. 133, Vilniuje;Bendrija;2016.02.10;;Gyvenamoji (trys ir daugiau butų);1098-0017-7017;4497.65;4140.25;1975;;Nerenovuotas;;60;0;1A12p;0.00
2336;Žirmūnų g. 135;Daugiabučio namo savininkų bendrija Žirmūnų g. 135, Vilniuje;Bendrija;2016.02.25;;Gyvenamoji (trys ir daugiau butų);1097-5017-7014;4470.93;4131.00;1975;;Nerenovuotas;;60;0;1A12p;0.00
2337;Žirmūnų g. 137;Daugiabučio namo savininkų bendrija Žirmūnų g. 137, Vilniuje;Bendrija;2015.05.19;;Gyvenamoji (trys ir daugiau butų);1097-5017-9012;0.00;0.00;1975;;Nerenovuotas;;60;0;1A12p;0.00
2338;Žirmūnų g. 14;156-oji daugiabučio namo savininkų bendrija;Bendrija;1993.12.02;;Gyvenamoji (trys ir daugiau butų);1096-5021-9011;0.00;0.00;1965;;Nerenovuotas;;60;0;1A5b;0.00
2339;Žirmūnų g. 17;233-oji daugiabučio namo savininkų bendrija;Bendrija;1994.06.16;;Gyvenamoji (trys ir daugiau butų);1096-5022-2016;0.00;4422.90;1965;2014;Renovuotas;C;100;0;1A5b;0.00
2340;Žirmūnų g. 19;220-oji daugiabučio namo savininkų bendrija;Bendrija;1994.05.12;;Gyvenamoji (trys ir daugiau butų);1096-5022-4010;5277.28;4425.17;1965;2010;Renovuotas;C;100;0;1A5b;0.00
2341;Žirmūnų g. 1A;;JVS;2015.11.27;;Gyvenamoji (trys ir daugiau butų);1094-0486-3018;141.39;128.13;1940;;Nerenovuotas;;4;0;1A1b;0.00
2342;Žirmūnų g. 1K;DNSB Upės rezidencija;Bendrija;2015.05.20;;Gyvenamoji (trys ir daugiau butų);4400-3125-1011;1136.58;1015.00;2014;;Nerenovuotas;B;18;3;3A3p;0.14
2343;Žirmūnų g. 22;461-oji daugiabučio namo savininkų bendrija;Bendrija;1996.02.21;;Gyvenamoji (trys ir daugiau butų);1096-5022-7013;3317.76;0.00;1965;;Nerenovuotas;;59;1;1A5b;0.00
2344;Žirmūnų g. 24;447-oji daugiabučio namo savininkų bendrija LAIMĖ;Bendrija;1996.02.07;;Gyvenamoji (trys ir daugiau butų);1096-5022-9019;5269.52;0.00;1965;;Nerenovuotas;;100;0;1A5b;0.00
2345;Žirmūnų g. 26;Daugiabučio gyvenamojo namo Žirmūnų g. Nr. 26, Vilniuje, savininkų bendrija;Bendrija;2013.07.18;;Gyvenamoji (trys ir daugiau butų);1096-5023-1015;4222.06;3828.56;1965;;Nerenovuotas;;81;0;1A5p;0.00
2346;Žirmūnų g. 38A;860-oji daugiabučio namo savininkų bendrija;Bendrija;2002.05.15;;Gyvenamoji (trys ir daugiau butų);1300-0077-6014;4248.05;3062.84;2012;;Nerenovuotas;D;42;40;1A5p;0.00
2347;Žirmūnų g. 4;124-oji daugiabučio namo savininkų bendrija;Bendrija;1993.10.14;;Gyvenamoji (trys ir daugiau butų);1096-5021-3017;4253.15;3858.13;1965;;Nerenovuotas;;80;0;1A5p;0.00
2348;Žirmūnų g. 41;Daugiabučio namo Žirmūnų g. 41 savininkų bendrija;Bendrija;2009.09.21;;Gyvenamoji (trys ir daugiau butų);1096-6018-1017;3229.95;2707.50;1966;2016;Renovuotas;D;60;0;1A5b;0.00
2349;Žirmūnų g. 47;Daugiabučio namo savininkų bendrija Žirmūnų g. 47, Vilniuje;Bendrija;2007.07.02;;Gyvenamoji (trys ir daugiau butų);1096-5024-1011;6897.96;5767.98;1965;2016;Renovuotas;;120;0;1A5b;0.00
2350;Žirmūnų g. 48;538-oji daugiabučio namo savininkų bendrija POLIMERAS;Bendrija;1996.11.06;;Gyvenamoji (trys ir daugiau butų);1096-7014-6011;4177.05;3789.03;1967;2009;Dalinė renovacija;;80;0;1A5p;0.00
2351;Žirmūnų g. 49;Daugiabučio namo savininkų bendrija Žirmūnų g. 49, Vilniuje;Bendrija;2007.07.09;;Gyvenamoji (trys ir daugiau butų);1096-5024-2010;5343.92;4439.52;1965;;Planuojamas renovuoti;;99;1;1A5b;0.00
2352;Žirmūnų g. 5;Daugiabučio namo savininkų bendrija  Žirmūnų g. 5;Bendrija;2007.03.29;;Gyvenamoji (trys ir daugiau butų);1096-5021-4014;3234.75;2699.43;1965;2017;Renovuotas;;60;0;1A5b;0.00
2353;Žirmūnų g. 54;535-oji daugiabučio namo savininkų bendrija SAULĖTEKIS;Bendrija;1996.10.22;;Gyvenamoji (trys ir daugiau butų);1096-5024-5011;5278.56;4388.09;1965;;Nerenovuotas;;100;1;1A5b;0.00
2354;Žirmūnų g. 61;476-oji daugiabučio namo savininkų bendrija KIBERNETIKA;Bendrija;1996.03.15;;Gyvenamoji (trys ir daugiau butų);1096-6018-6014;5263.52;4408.15;1966;2010;Renovuotas;C;100;0;1A5b;0.00
2355;Žirmūnų g. 7;Daugiabučio namo Žirmūnų g. 7 savininkų bendrija;Bendrija;2006.12.21;;Gyvenamoji (trys ir daugiau butų);1096-5021-5011;3223.86;2700.73;1965;;Nerenovuotas;F;60;0;1A5b;0.00
2356;Žirmūnų g. 70C;Daugiabučio namo Žirmūnų g. 70 C, Vilniuje, savininkų bendrija;Bendrija;2012.03.05;;Gyvenamoji (trys ir daugiau butų);4400-1127-1417;11200.73;6554.55;2012;;Nerenovuotas;B;108;59;1A9b;0.00
2357;Žirmūnų g. 72;438-oji daugiabučių namų savininkų bendrija;Bendrija;1996.01.25;;Gyvenamoji (trys ir daugiau butų);1096-7014-9014;5396.25;4495.45;1967;2011;Renovuotas;C;90;0;1A5b;0.00
2358;Žirmūnų g. 74;438-oji daugiabučių namų savininkų bendrija;Bendrija;1996.01.25;;Gyvenamoji (trys ir daugiau butų);1096-7015-1010;1869.04;1557.71;1967;2011;Renovuotas;C;30;0;1A5b;0.00
